LncRNA name	MiRNA name 	Gene name	Disease(TCGA)	Activity score
ZNF790-AS1	hsa-miR-106b-5p	TWIST1	COAD	0.212239526841365
LINC01934	hsa-miR-29b-3p	TCL1A	COAD	0.212239353609433
RP11-444D3.1	hsa-miR-148a-3p	INO80	COAD	0.212136266210175
LINC00665	hsa-miR-17-5p	ADAR	COAD	0.212132029458932
RP11-317N8.5	hsa-miR-106a-5p	HIF1A	COAD	0.211965498039001
CTC-487M23.7	hsa-miR-192-5p	ITGB3	COAD	0.211881989868045
FENDRR	hsa-miR-223-3p	MTM1	COAD	0.211761403561451
RP11-74J13.8	hsa-miR-21-3p	ZNF608	COAD	0.211701920356911
MEG3	hsa-miR-550a-5p	CPEB4	COAD	0.211684271461546
TUG1	hsa-miR-29b-3p	BCL2	COAD	0.211498756626709
SGMS1-AS1	hsa-miR-130b-3p	ITGB1	COAD	0.211469758447189
C1RL-AS1	hsa-miR-16-5p	SOX5	COAD	0.211467865833588
RP5-864K19.7	hsa-miR-210-3p	E2F3	COAD	0.211444700931555
CTC-487M23.7	hsa-miR-215-5p	WNK1	COAD	0.211360254746031
TUG1	hsa-miR-29b-3p	PTEN	COAD	0.21123286479554
SNHG16	hsa-let-7a-5p	CDK4	COAD	0.211193211818795
RP11-54O7.3	hsa-miR-339-5p	BCL6	COAD	0.211152240206352
RP5-864K19.7	hsa-let-7b-5p	ANAPC1	COAD	0.211021624141781
RP5-1198O20.4	hsa-miR-92a-3p	KAT2B	COAD	0.21101982613954
RP11-65L3.2	hsa-miR-203a-3p	RUNX2	COAD	0.210786898631696
RP5-864K19.7	hsa-miR-18a-5p	ATM	COAD	0.210758552431074
LINC00665	hsa-miR-106a-5p	HIPK3	COAD	0.210482519318496
CTC-351M12.1	hsa-miR-17-5p	CLU	COAD	0.210379837264118
BOLA3-AS1	hsa-miR-130b-3p	CYLD	COAD	0.210354102717892
RP5-864K19.7	hsa-miR-17-5p	BACH1	COAD	0.21028570103135
TUG1	hsa-miR-222-3p	ADAM17	COAD	0.210099276109397
RP11-161M6.2	hsa-miR-96-5p	ZEB1	COAD	0.210067081160594
COL4A2-AS1	hsa-miR-106b-5p	PTENP1	COAD	0.209905531825805
KB-318B8.7	hsa-miR-18a-5p	CTGF	COAD	0.209859165463896
RP11-444D3.1	hsa-miR-148a-3p	ACVR1	COAD	0.209851972203837
TUG1	hsa-miR-331-3p	NRP2	COAD	0.209771020963804
COL4A2-AS1	hsa-miR-106a-5p	SLC2A3	COAD	0.209755516038365
RP5-1198O20.4	hsa-miR-196a-5p	RDX	COAD	0.209680825735094
NUTM2B-AS1	hsa-miR-148a-3p	TGFB2	COAD	0.209660119979215
RP11-314B1.2	hsa-miR-16-5p	CCND1	COAD	0.209477075388113
C1RL-AS1	hsa-miR-16-5p	SOX6	COAD	0.209460818096545
LINC01140	hsa-miR-34a-5p	AGTR1	COAD	0.209455345875348
TRG-AS1	hsa-miR-98-5p	IGF1	COAD	0.209355791912425
RP11-17J14.2	hsa-miR-16-5p	CCNT2	COAD	0.209312599494205
LINC01128	hsa-miR-3928-3p	DICER1	COAD	0.209262258095081
GAS5	hsa-miR-26a-5p	PHB	COAD	0.209158044338677
NR2F1-AS1	hsa-miR-29b-3p	TBX21	COAD	0.209018193634559
RP11-54O7.3	hsa-miR-339-5p	NOVA1	COAD	0.209014814021557
SGMS1-AS1	hsa-miR-130b-3p	IGF1	COAD	0.208723649797419
LINC-PINT	hsa-miR-128-1-5p	BMI1	COAD	0.208610901427653
NUTM2A-AS1	hsa-miR-148b-3p	ROCK1	COAD	0.208563171817175
RP11-395G23.3	hsa-miR-186-5p	P2RX7	COAD	0.208518886274884
RP11-444D3.1	hsa-miR-148a-3p	ADORA2A	COAD	0.208375820056822
RP11-446H18.5	hsa-miR-96-5p	FOXO1	COAD	0.208286401442269
AC116366.5	hsa-miR-153-5p	ZEB2	COAD	0.20828238969885
TUG1	hsa-miR-222-3p	VGLL4	COAD	0.208282144758658
PPP1R26-AS1	hsa-miR-143-3p	FAM83F	COAD	0.208270328658836
RP11-446H18.5	hsa-miR-96-5p	TP53INP1	COAD	0.208120311047251
LINC01934	hsa-miR-29b-3p	STAT3	COAD	0.208049310139292
CTC-351M12.1	hsa-miR-17-5p	BMPR2	COAD	0.20798468096934
GAS1RR	hsa-miR-3928-3p	DICER1	COAD	0.207703429096307
EAF1-AS1	hsa-miR-29b-3p	COL4A1	COAD	0.207697213031337
RP11-57H12.5	hsa-miR-141-3p	PAPPA	COAD	0.207629417931975
BOLA3-AS1	hsa-miR-130b-3p	TP53INP1	COAD	0.207594733086065
PAX8-AS1	hsa-miR-378a-3p	VIM	COAD	0.207519218643277
RP11-793H13.3	hsa-miR-153-5p	HIF1A	COAD	0.207454912565846
LINC01128	hsa-miR-101-5p	CCDC88A	COAD	0.207413457747567
TRG-AS1	hsa-miR-196a-5p	HOXC8	COAD	0.207333636116543
RP11-317N8.5	hsa-miR-106a-5p	CYP19A1	COAD	0.207333572449366
RFX3-AS1	hsa-miR-19a-3p	SUZ12	COAD	0.207240914488017
ZNF790-AS1	hsa-miR-106b-5p	BACH1	COAD	0.207144240446767
LINC00665	hsa-miR-106b-5p	EOMES	COAD	0.207080388763594
RP5-864K19.7	hsa-miR-17-5p	SMURF1	COAD	0.207010567343788
COL4A2-AS1	hsa-miR-106b-5p	CYBB	COAD	0.206875172682521
LINC00304	hsa-miR-942-5p	SFRP4	COAD	0.206875162086708
LINC00665	hsa-miR-106a-5p	APC	COAD	0.206840507223507
POT1-AS1	hsa-miR-29a-5p	PTEN	COAD	0.206683721764131
CTD-2410N18.4	hsa-miR-106a-5p	HIF1A	COAD	0.20666337670549
RP11-57H12.5	hsa-miR-141-3p	7-Sep	COAD	0.206563579762389
ZNF790-AS1	hsa-miR-17-5p	ICAM1	COAD	0.206367837341148
LINC00665	hsa-miR-20a-5p	ITGB8	COAD	0.206328709474944
NR2F1-AS1	hsa-miR-29b-3p	BCL9L	COAD	0.206164507347091
RP11-65L3.2	hsa-miR-203a-3p	ZEB2	COAD	0.206037903699135
RP11-120M18.2	hsa-miR-148a-3p	NTRK3	COAD	0.206003350306836
RP11-314B1.2	hsa-miR-16-5p	CDK6	COAD	0.205992505770302
MBNL1-AS1	hsa-miR-16-1-3p	VSIR	COAD	0.20593982988024
CTC-204F22.1	hsa-miR-106b-5p	FYN	COAD	0.205892706772715
AC093627.10	hsa-miR-32-5p	KAT2B	COAD	0.20577267417741
RP11-715F3.2	hsa-miR-23a-3p	TOP1	COAD	0.205744725621569
CTC-487M23.7	hsa-miR-192-5p	NID1	COAD	0.205724917641883
C1RL-AS1	hsa-miR-16-5p	BACE1	COAD	0.205717596533013
RP11-336A10.2	hsa-miR-627-5p	KDM3A	COAD	0.205701862227929
RP11-317N8.5	hsa-miR-17-5p	KAT2B	COAD	0.205639196013833
RP11-69E11.4	hsa-miR-378a-3p	RUNX1	COAD	0.20561830237195
RP11-317N8.5	hsa-miR-17-5p	ABCA1	COAD	0.205562036258574
OIP5-AS1	hsa-miR-7-5p	SNCA	COAD	0.205281051262236
RFX3-AS1	hsa-miR-19a-3p	CUL5	COAD	0.20525771479097
EAF1-AS1	hsa-miR-29b-3p	TGFB2	COAD	0.205163285195638
RP11-57H12.5	hsa-miR-141-3p	MAP4K4	COAD	0.205145511621709
MSC-AS1	hsa-miR-744-3p	PTEN	COAD	0.205142725403727
SLC8A1-AS1	hsa-miR-577	HSPB2	COAD	0.20505087958779
LINC01140	hsa-miR-34a-5p	IL6R	COAD	0.205033834514633
RP11-314B1.2	hsa-miR-130b-3p	SAV1	COAD	0.204999869620581
LINC01934	hsa-miR-29b-3p	BMP1	COAD	0.204967017127877
RP11-468E2.5	hsa-miR-106a-5p	APC	COAD	0.204894893077173
LINC01578	hsa-miR-29b-3p	COL10A1	COAD	0.204892813755953
TUG1	hsa-miR-222-3p	ARID1A	COAD	0.204880803414734
XXbac-B461K10.4	hsa-miR-19a-3p	ERBB4	COAD	0.204775159939877
RP11-54O7.1	hsa-miR-26a-1-3p	ABL2	COAD	0.204768516618778
TRG-AS1	hsa-let-7g-5p	TGFBR1	COAD	0.204742851676866
CTC-351M12.1	hsa-miR-17-5p	CLIC4	COAD	0.204711714893173
LINC00665	hsa-miR-17-5p	TGFBR2	COAD	0.204665862354044
RP11-278C7.3	hsa-miR-106a-5p	RBL2	COAD	0.204642265808269
RP11-372K14.2	hsa-miR-222-3p	PLXNC1	COAD	0.204473890483017
EAF1-AS1	hsa-miR-29b-3p	ADAM12	COAD	0.204288076883188
TUG1	hsa-miR-153-5p	ZEB2	COAD	0.204136997575858
LINC01934	hsa-miR-29b-3p	ALPL	COAD	0.204128922102224
SLC8A1-AS1	hsa-miR-26b-3p	ESR1	COAD	0.204103409372286
RP4-569M23.2	hsa-miR-33a-5p	NCOA3	COAD	0.204095782830116
TRG-AS1	hsa-let-7g-5p	FN1	COAD	0.204057001864533
CFLAR-AS1	hsa-miR-424-5p	ETS1	COAD	0.203970456245229
DLX6-AS1	hsa-miR-146b-5p	ZNRF3	COAD	0.20394538615895
FENDRR	hsa-miR-223-3p	CFTR	COAD	0.203875164224786
LINC01578	hsa-miR-29b-3p	MCL1	COAD	0.203771636313087
LINC01934	hsa-miR-29b-3p	PER1	COAD	0.203670209574591
LINC01934	hsa-miR-29b-3p	CDC42	COAD	0.203586130170361
LINC00598	hsa-miR-199a-3p	SMARCA2	COAD	0.203532873368889
AC108142.1	hsa-miR-224-5p	PTX3	COAD	0.203506923687334
PAX8-AS1	hsa-miR-378a-3p	GLI3	COAD	0.203433250179135
RP11-444D3.1	hsa-miR-148a-3p	BDNF	COAD	0.203163188305753
KB-318B8.7	hsa-miR-18b-5p	ESR1	COAD	0.203151436174953
C1RL-AS1	hsa-miR-16-5p	CADM1	COAD	0.203034853358271
LINC00665	hsa-miR-17-5p	SGK1	COAD	0.20288360006485
RP11-17J14.2	hsa-miR-16-5p	BMI1	COAD	0.202882609196309
LINC01252	hsa-miR-345-5p	NTRK3	COAD	0.202854500615776
ZNF790-AS1	hsa-miR-106b-5p	SETD2	COAD	0.202792465270205
RP11-418J17.1	hsa-miR-582-3p	AXIN2	COAD	0.202782182894405
AC015849.16	hsa-miR-203a-3p	ASAP1	COAD	0.202727849207614
AC074286.1	hsa-miR-203a-3p	FGF2	COAD	0.202710719653223
CKMT2-AS1	hsa-miR-130a-3p	DICER1	COAD	0.202682132302048
PIK3CD-AS1	hsa-miR-196b-5p	HOXC8	COAD	0.202672277615236
RP11-545I5.3	hsa-miR-146a-5p	CLIP1	COAD	0.202628782037268
CTC-204F22.1	hsa-miR-17-5p	SOCS6	COAD	0.20253205943903
HOTAIR	hsa-miR-29a-5p	COL3A1	COAD	0.202468526734213
RP11-314B1.2	hsa-miR-16-5p	BMI1	COAD	0.202399435716895
TRG-AS1	hsa-miR-196b-5p	MEIS1	COAD	0.202386016534136
RP11-2E11.9	hsa-miR-134-5p	PAK2	COAD	0.202309431654489
RP11-545I5.3	hsa-miR-146a-5p	NOS1	COAD	0.202180271068505
CTC-204F22.1	hsa-miR-106a-5p	RBL2	COAD	0.201920731015362
CTC-204F22.1	hsa-miR-17-5p	BCL2	COAD	0.201853784697764
RP11-381N20.1	hsa-miR-203a-3p	PIK3CA	COAD	0.201629892491264
C1RL-AS1	hsa-miR-16-5p	YAP1	COAD	0.201439017413143
AC004069.2	hsa-miR-215-5p	WNK1	COAD	0.20141304097158
EAF1-AS1	hsa-miR-106a-5p	RND3	COAD	0.201365160590345
DLEU2	hsa-miR-154-5p	DICER1	COAD	0.201334133858994
RP11-553A10.1	hsa-miR-590-3p	ZEB2	COAD	0.201220047908511
RP11-545I5.3	hsa-miR-146a-5p	ROCK1	COAD	0.201194861794322
CTC-351M12.1	hsa-miR-17-5p	HIF1A	COAD	0.201166628880678
RP11-54O7.3	hsa-miR-185-5p	IGF1R	COAD	0.201122115619083
CARD8-AS1	hsa-miR-125a-3p	IL23R	COAD	0.201019734707374
RP11-54O7.1	hsa-miR-26a-1-3p	E2F3	COAD	0.200840383425969
LINC01140	hsa-miR-34a-5p	CDH2	COAD	0.200801438463438
RP11-484D2.2	hsa-miR-582-5p	CREB1	COAD	0.200757602897308
SNHG16	hsa-let-7a-5p	RRM2	COAD	0.200738119903551
LINC00856	hsa-miR-301a-3p	PTEN	COAD	0.200732850903166
NR2F1-AS1	hsa-miR-29a-3p	TDG	COAD	0.200644856330634
SLC2A1-AS1	hsa-miR-378a-3p	WNT10A	COAD	0.200548900014187
PSMA3-AS1	hsa-miR-106a-5p	RARB	COAD	0.200548642398032
PPP1R26-AS1	hsa-miR-143-3p	FHIT	COAD	0.200543339297619
LINC01578	hsa-miR-29b-3p	PIK3R1	COAD	0.200241376751175
LINC01579	hsa-miR-203a-5p	RAP1A	COAD	0.199781433500298
AC074117.10	hsa-miR-92b-3p	SLC15A1	COAD	0.199746675892257
RP11-372K14.2	hsa-miR-222-3p	ESR1	COAD	0.199496360340836
C1RL-AS1	hsa-miR-15b-5p	SMAD7	COAD	0.199318355484372
TUG1	hsa-miR-222-3p	KIT	COAD	0.1992794426142
LINC00665	hsa-miR-106a-5p	RARB	COAD	0.199255072221882
CTC-351M12.1	hsa-miR-17-5p	TP53INP1	COAD	0.199212474297329
RP11-394O2.3	hsa-miR-153-5p	ZEB2	COAD	0.199093573255501
ZNF790-AS1	hsa-miR-17-5p	RAB12	COAD	0.199036964816368
CTC-351M12.1	hsa-miR-17-5p	NPAS3	COAD	0.199014004262351
HAGLR	hsa-miR-130b-3p	SNAI3	COAD	0.19900123453056
LINC00665	hsa-miR-106b-5p	PURA	COAD	0.198966142421745
TRG-AS1	hsa-miR-183-5p	RECK	COAD	0.198941442547498
LINC00665	hsa-miR-106a-5p	ATM	COAD	0.198935475539431
LINC01934	hsa-miR-29b-3p	SP1	COAD	0.198911429511005
RP11-381N20.1	hsa-miR-203a-3p	ASAP1	COAD	0.198851250177647
EBLN3P	hsa-miR-106a-5p	TGFBR2	COAD	0.198814609815693
CTC-204F22.1	hsa-miR-106b-5p	HIF1A	COAD	0.198721798712038
ZNF790-AS1	hsa-miR-106b-5p	BCL2L11	COAD	0.198577154987294
CTC-204F22.1	hsa-miR-106b-5p	BACH1	COAD	0.198500242135513
LINC01578	hsa-miR-29b-3p	ESR1	COAD	0.198462544895258
NORAD	hsa-miR-106a-5p	RUNX1	COAD	0.198356613466877
OIP5-AS1	hsa-miR-7-5p	RGS5	COAD	0.198352398544903
XXbac-B461K10.4	hsa-miR-19a-3p	TP53INP1	COAD	0.198296654189858
RP11-317N8.5	hsa-miR-17-5p	NPAS3	COAD	0.198294680271168
HAGLR	hsa-miR-130b-3p	STAT3	COAD	0.198218623217784
LRRC75A-AS1	hsa-miR-145-5p	PIGF	COAD	0.198204625917803
RP5-864K19.7	hsa-miR-17-5p	SOCS6	COAD	0.198176364890856
CTC-204F22.1	hsa-miR-106a-5p	CYP19A1	COAD	0.198173100523432
CTC-351M12.1	hsa-miR-17-5p	KIT	COAD	0.198127584922294
RP11-120M18.2	hsa-miR-148a-3p	S1PR1	COAD	0.198095484964092
RP11-317N8.5	hsa-miR-17-5p	HIF1A	COAD	0.1980865756097
GAS5	hsa-miR-26a-5p	PRDX3	COAD	0.198072151155981
RP11-715F3.2	hsa-miR-23a-3p	PTPN11	COAD	0.198030262028458
COL4A2-AS1	hsa-miR-106b-5p	SETD2	COAD	0.198024114923473
LINC01934	hsa-miR-29b-3p	KIF1B	COAD	0.198021139866625
ZNF790-AS1	hsa-miR-17-5p	BCL2	COAD	0.197970832350392
AC074286.1	hsa-miR-203a-3p	RUNX2	COAD	0.197960176687577
CTC-204F22.1	hsa-miR-17-5p	NPAT	COAD	0.197936439158554
LINC01934	hsa-miR-29b-3p	PDGFB	COAD	0.197897575922109
RP11-819C21.1	hsa-miR-142-5p	ZEB1	COAD	0.19783482880864
CTC-204F22.1	hsa-miR-17-5p	RAB12	COAD	0.197641461093103
RP5-1198O20.4	hsa-miR-19b-1-5p	FGFR2	COAD	0.197637975175331
PROSER2-AS1	hsa-miR-590-3p	ZEB2	COAD	0.197563058923285
RP11-314B1.2	hsa-miR-16-5p	CCNT2	COAD	0.197486675831861
FLJ27354	hsa-miR-136-5p	BCL2	COAD	0.19738810059953
RP11-372K14.2	hsa-miR-222-3p	RUNX2	COAD	0.197350903541779
AC002456.2	hsa-miR-26a-1-3p	ACSL4	COAD	0.19731957608959
CTC-204F22.1	hsa-miR-106b-5p	SETD2	COAD	0.197122236410458
TRG-AS1	hsa-miR-196a-5p	RDX	COAD	0.19706732732343
LINC01934	hsa-miR-29b-3p	SNAI3	COAD	0.197044496347001
RP1-224A6.9	hsa-miR-503-5p	FBXW7	COAD	0.196909039574046
RP11-314B1.2	hsa-miR-16-5p	IGF1R	COAD	0.196892617576937
LINC01140	hsa-miR-34a-5p	AR	COAD	0.196707353519383
LINC00665	hsa-miR-20a-5p	MEF2D	COAD	0.196632387260089
RP11-278C7.3	hsa-miR-106a-5p	RUNX1	COAD	0.196599447494625
NR2F1-AS1	hsa-miR-29a-3p	CACNA1C	COAD	0.196466088989682
LINC01934	hsa-miR-29b-3p	GATA3	COAD	0.196401078000579
C1RL-AS1	hsa-miR-16-5p	CCND1	COAD	0.19638787002595
LINC00665	hsa-miR-20a-5p	RUNX1	COAD	0.196377187648376
TUG1	hsa-miR-29b-3p	ESR1	COAD	0.19626984352981
RP5-864K19.7	hsa-miR-106b-5p	HIF1A	COAD	0.196262045205699
LINC01140	hsa-miR-34a-5p	FKBP1B	COAD	0.19623269194671
RP11-69E11.4	hsa-miR-378a-3p	WNT10A	COAD	0.196199135355072
RP5-864K19.7	hsa-miR-106b-5p	BACH1	COAD	0.196163181682347
RP5-864K19.7	hsa-miR-17-5p	TGFBR2	COAD	0.195952121400475
RP11-446H18.5	hsa-miR-96-5p	ALK	COAD	0.195917009458533
TRG-AS1	hsa-miR-196a-5p	FOXO1	COAD	0.19588958186912
COL4A2-AS1	hsa-miR-106b-5p	BACH1	COAD	0.195796476346887
RP11-267M23.1	hsa-miR-30e-5p	MBNL2	COAD	0.195751063109294
RP11-314B1.2	hsa-miR-16-5p	ADORA2A	COAD	0.195716911149573
CFLAR-AS1	hsa-miR-424-5p	POU2F2	COAD	0.195620818715915
AC002456.2	hsa-miR-26a-1-3p	BCL2	COAD	0.195614125073245
HAGLR	hsa-miR-130a-3p	PPARGC1A	COAD	0.195563008984035
NR2F1-AS1	hsa-miR-29a-3p	TNFAIP3	COAD	0.195555845465066
LINC00665	hsa-miR-20a-5p	SMAD4	COAD	0.195555198173022
PSMA3-AS1	hsa-miR-106a-5p	TGFBR2	COAD	0.195442464219663
SLC2A1-AS1	hsa-miR-378a-3p	RUNX1	COAD	0.195436412463552
RP11-446H18.5	hsa-miR-96-5p	GDNF	COAD	0.195379091541182
RP5-1198O20.4	hsa-miR-196a-5p	LSP1	COAD	0.195242862214544
RP11-65L3.2	hsa-miR-203a-3p	LIFR	COAD	0.195214685082341
RP5-864K19.7	hsa-miR-18a-3p	CBX7	COAD	0.195173695433584
RP11-545I5.3	hsa-miR-146a-5p	CXCL12	COAD	0.195168413159897
PDCD4-AS1	hsa-miR-92a-3p	KAT2B	COAD	0.195048340769376
RP11-372K14.2	hsa-miR-222-3p	CDKN1B	COAD	0.194930743543498
LINC01128	hsa-miR-484	SMAD2	COAD	0.19488849442788
RP11-317N8.5	hsa-miR-106a-5p	RUNX1	COAD	0.194755301484033
RP11-54O7.3	hsa-miR-185-5p	STIM1	COAD	0.194710252469102
CTC-204F22.1	hsa-miR-17-5p	ADRB2	COAD	0.194594983187242
ZNF790-AS1	hsa-miR-106a-5p	SLC2A3	COAD	0.194593219214189
RNASEH1-AS1	hsa-miR-218-5p	VPS51	COAD	0.194355313029914
POT1-AS1	hsa-miR-29a-5p	DKK1	COAD	0.194248093891889
ZNF790-AS1	hsa-miR-17-5p	TLR7	COAD	0.194133399551953
LINC00665	hsa-miR-20a-5p	CLIP1	COAD	0.194062873263827
RP11-303E16.2	hsa-miR-138-5p	CSE1L	COAD	0.194051523221002
ZMIZ1-AS1	hsa-miR-550a-5p	CPEB4	COAD	0.194018316176083
FENDRR	hsa-miR-223-3p	FOXO3	COAD	0.193933067331285
RP11-69E11.4	hsa-miR-378a-3p	IGF1R	COAD	0.193872211124456
LINC01783	hsa-miR-18a-3p	CBX7	COAD	0.193825604933957
CTC-204F22.1	hsa-miR-17-5p	ITGB8	COAD	0.193788473974143
NUTM2B-AS1	hsa-miR-148a-3p	QKI	COAD	0.193751669657414
MIR646HG	hsa-miR-215-3p	FOXO1	COAD	0.193625653184076
CTC-351M12.1	hsa-miR-17-5p	VLDLR	COAD	0.193618540901182
AC009299.2	hsa-miR-136-5p	RASAL2	COAD	0.193610286870803
FTX	hsa-miR-185-5p	AR	COAD	0.193567863459261
CFLAR-AS1	hsa-miR-424-5p	HIF1A	COAD	0.193541945595753
CTD-3092A11.2	hsa-miR-301a-3p	MEOX2	COAD	0.193505117141416
LINC01278	hsa-miR-130b-3p	TP53INP1	COAD	0.193503855270892
FTX	hsa-miR-511-5p	TRIM24	COAD	0.193474435523957
CTC-487M23.7	hsa-miR-215-5p	ACVR2B	COAD	0.193460747674739
PIK3CD-AS2	hsa-miR-23a-5p	TLR2	COAD	0.193402277154129
MIR34AHG	hsa-miR-335-3p	ESR1	COAD	0.19329247309565
COL4A2-AS1	hsa-miR-106b-5p	RBL2	COAD	0.193185944647386
RP11-317N8.5	hsa-miR-17-5p	ADRB2	COAD	0.193068926909569
EBLN3P	hsa-miR-106a-5p	CYP19A1	COAD	0.192956974721619
AC004069.2	hsa-miR-215-5p	ACVR2B	COAD	0.192507530132868
RP5-864K19.7	hsa-miR-210-3p	PIM1	COAD	0.192496952136488
ZRANB2-AS2	hsa-miR-550a-5p	CPEB4	COAD	0.192469009019573
AC108142.1	hsa-miR-224-5p	KLK10	COAD	0.192302955514224
TRG-AS1	hsa-miR-183-5p	DKK3	COAD	0.192212047103602
RP11-627K11.6	hsa-miR-511-5p	TRIM24	COAD	0.19219537123658
RP5-1198O20.4	hsa-miR-27a-5p	SFRP1	COAD	0.192192447056811
NFYC-AS1	hsa-miR-134-5p	VEGFA	COAD	0.191956932423243
AC015849.16	hsa-miR-203a-3p	ATM	COAD	0.191885815213688
RP5-1198O20.4	hsa-miR-196a-5p	BACH1	COAD	0.191820097511301
LINC00665	hsa-miR-93-5p	KAT2B	COAD	0.191803768073319
AF127936.5	hsa-miR-193a-3p	RAB27B	COAD	0.191681692253928
AC015849.16	hsa-miR-203a-3p	PIK3CA	COAD	0.191677048306939
RP11-314B1.2	hsa-miR-130b-3p	STAT3	COAD	0.191460596385111
RP11-54O7.3	hsa-miR-27a-5p	RUNX2	COAD	0.191378533189559
EBLN3P	hsa-miR-106a-5p	PTEN	COAD	0.191353428629958
HOXC-AS2	hsa-miR-345-5p	NTRK3	COAD	0.191325192707087
AC015849.16	hsa-miR-203a-3p	ZEB2	COAD	0.191283956798844
SNHG12	hsa-miR-218-5p	MRPS27	COAD	0.191247061334796
EBLN3P	hsa-miR-106a-5p	RUNX1	COAD	0.191160190353468
PIK3CD-AS1	hsa-miR-196b-5p	CD8A	COAD	0.190950035203287
AC005562.1	hsa-miR-134-5p	STAT5B	COAD	0.190937250921345
CTC-487M23.7	hsa-miR-215-5p	ZEB2	COAD	0.190844852686226
RP5-1198O20.4	hsa-miR-196a-5p	HOXC8	COAD	0.190838222906627
RP11-278C7.3	hsa-miR-106a-5p	TGFBR2	COAD	0.190778054291744
CTD-2410N18.4	hsa-miR-106a-5p	RUNX1	COAD	0.190643542216615
LINC00665	hsa-miR-106b-5p	RBL2	COAD	0.190577675405177
SNHG12	hsa-miR-218-5p	EBP	COAD	0.190562407603151
OIP5-AS1	hsa-miR-203a-5p	ZNF217	COAD	0.190534169958994
LINC00665	hsa-miR-17-5p	ZFYVE9	COAD	0.190485200940557
LINC01140	hsa-miR-34a-5p	TREM2	COAD	0.190455184253428
RP5-1198O20.4	hsa-miR-92a-3p	RORA	COAD	0.190411326545025
TRG-AS1	hsa-miR-183-5p	AKAP12	COAD	0.19038799784163
C1RL-AS1	hsa-miR-15b-5p	RECK	COAD	0.190385515187504
XXbac-B461K10.4	hsa-miR-19a-3p	KAT2B	COAD	0.190333358691651
FTX	hsa-miR-185-5p	NTRK3	COAD	0.19029573929276
RP11-444D3.1	hsa-miR-148a-3p	RUNX3	COAD	0.190164563456167
LINC01934	hsa-miR-29b-3p	PIK3R1	COAD	0.19013365005241
RP5-1198O20.4	hsa-miR-19b-1-5p	KDR	COAD	0.19012526446951
RFX3-AS1	hsa-miR-19a-3p	ERBB4	COAD	0.190105375039773
LRRC75A-AS1	hsa-miR-145-5p	FAM45A	COAD	0.190044839257672
CKMT2-AS1	hsa-miR-155-3p	SIRT1	COAD	0.189909312785214
ZNF790-AS1	hsa-miR-17-5p	SELE	COAD	0.189899765010918
TRG-AS1	hsa-let-7g-5p	SMAD2	COAD	0.189842189986734
COL4A2-AS1	hsa-miR-106a-5p	PTEN	COAD	0.189781496867144
RP5-1198O20.4	hsa-miR-27a-5p	RUNX2	COAD	0.189774274519212
BCDIN3D-AS1	hsa-miR-186-5p	SETD2	COAD	0.189611171332019
CTC-351M12.1	hsa-miR-17-5p	DNAJC27	COAD	0.189491307637175
AC074286.1	hsa-miR-203a-3p	LIFR	COAD	0.189470002014938
TUG1	hsa-miR-29b-3p	ABL1	COAD	0.189448818041592
RP5-1198O20.4	hsa-miR-92a-3p	TP63	COAD	0.18943297411331
RP11-161M6.2	hsa-miR-96-5p	SNAI2	COAD	0.189404687001043
CTD-3092A11.2	hsa-miR-301a-3p	MAP3K5	COAD	0.189377185412118
RP11-65L3.2	hsa-miR-203a-3p	BCL2L2	COAD	0.189198882289537
RP11-444D3.1	hsa-miR-148a-3p	BCL2L11	COAD	0.189061802567908
RP11-381N20.1	hsa-miR-203a-3p	CREB1	COAD	0.188921175177018
CTC-351M12.1	hsa-miR-17-5p	BCL2	COAD	0.188917209360129
LINC00989	hsa-miR-136-5p	BCL2	COAD	0.188874139273849
NR2F1-AS1	hsa-miR-29b-3p	NCOA3	COAD	0.188814149300382
H19	hsa-miR-331-3p	NRP2	COAD	0.188768798512605
RP11-545I5.3	hsa-miR-146a-5p	ERBB4	COAD	0.188696258364925
RP1-101K10.6	hsa-miR-590-3p	ZEB2	COAD	0.188653048439545
KB-318B8.7	hsa-miR-18a-5p	CDK19	COAD	0.188620973055402
ZNF790-AS1	hsa-miR-17-5p	SGK1	COAD	0.188611300672729
FLJ27354	hsa-miR-19b-1-5p	ITGB8	COAD	0.188587841226513
CTC-351M12.1	hsa-miR-106a-5p	TGFBR2	COAD	0.188564503501378
KB-318B8.7	hsa-miR-18a-5p	SMAD2	COAD	0.188555287653062
RP11-80H18.4	hsa-miR-539-5p	ZEB1	COAD	0.188462800651932
LINC00665	hsa-miR-17-5p	SMAD4	COAD	0.188239357651
SNHG16	hsa-let-7a-5p	AURKB	COAD	0.18816028436502
FLJ27354	hsa-miR-136-5p	RASAL2	COAD	0.188155510174343
LINC00665	hsa-miR-106a-5p	HIF1A	COAD	0.188091066095695
TUG1	hsa-miR-29b-3p	TDG	COAD	0.188067688425524
RP11-17J14.2	hsa-miR-16-5p	TAB3	COAD	0.187906698852948
RP11-444D3.1	hsa-miR-148a-3p	VAV2	COAD	0.187879329597022
PDCD4-AS1	hsa-miR-92a-3p	CD69	COAD	0.18787041091133
CTC-463N11.4	hsa-miR-26a-1-3p	GSK3B	COAD	0.187761859383228
RP5-864K19.7	hsa-miR-17-5p	NPAT	COAD	0.187638898259005
XXbac-B461K10.4	hsa-miR-19a-3p	TGFBR2	COAD	0.187538175610991
